,Unnamed: 0,Proud,Participantsex,Levelofeducation,Ashamed,Skilful,Envious,Desprecio,Goodnatured,Inspired,Uneasy,Hateful,Leadersex,Jealous,Frustrated,Maritalstatus,Warm,Capable,Competent,Resentful,Wellintentioned,Assessmentleader,Simpaty,Friendly,Molestia,Disgusted,Pity,Intelligent,Admiring,Age,Respectful,Confident,Trustworthy,Replacementleader,Typeofcompany,Angry,Responsaatribu,Sincere,Efficient,Group1(Competent),Group2(Friendly),Group3(Hateful),Group4(Admiring),Group5(Jealous),Group6(Uneasy)
403,407,1,1,4,1,4,1,1,4,1,1,1,2,1,1,4,3,4,4,1,3,5,2,4,1,1,1,4,2,53,3,4,4,4,2,1,5,3,4,4.0,4.0,1.0,2.0,1.0,2.0
404,408,1,1,4,1,4,1,1,4,1,1,1,2,1,1,4,3,4,4,1,3,5,2,4,1,1,1,4,2,53,3,4,4,4,2,1,5,3,4,4.0,4.0,1.0,2.0,1.0,2.0
405,409,1,2,3,1,5,1,1,3,2,1,1,2,1,1,1,3,4,4,1,4,5,2,3,1,1,1,4,2,36,3,6,2,4,2,1,6,2,5,5.0,3.0,1.0,2.0,1.0,2.0
406,410,2,1,4,1,4,1,1,4,2,1,1,2,1,1,2,2,3,4,1,2,5,1,4,1,1,1,4,2,37,2,4,4,2,2,1,5,2,3,4.0,3.0,1.0,2.0,1.0,1.0
407,411,1,1,2,1,5,1,1,2,2,1,1,2,1,1,1,1,6,6,1,3,5,2,1,1,1,1,6,3,24,3,4,4,2,2,1,6,3,6,6.0,2.0,1.0,2.0,1.0,2.0
408,412,1,1,4,1,4,1,1,2,3,1,1,2,1,1,1,2,4,4,1,4,5,1,2,1,1,1,4,2,35,3,4,4,2,2,1,5,2,4,4.0,3.0,1.0,2.0,1.0,1.0
409,413,1,1,1,1,5,1,1,2,2,2,1,2,1,1,1,2,5,6,1,4,6,2,2,1,1,1,6,3,26,2,4,4,3,2,1,5,3,5,5.0,3.0,1.0,2.0,1.0,2.0
410,414,3,2,3,1,5,1,1,3,1,1,1,2,1,1,2,2,5,5,1,3,5,2,3,1,1,1,5,3,43,2,6,5,1,2,1,5,3,5,5.0,3.0,1.0,2.0,1.0,2.0
411,415,1,2,4,1,5,1,1,3,2,1,1,2,1,1,2,3,4,4,1,4,5,2,4,1,1,1,5,3,40,3,4,3,2,2,1,4,4,4,4.0,4.0,1.0,2.0,1.0,2.0
412,416,3,2,3,1,4,1,1,5,2,1,1,2,1,1,2,3,5,5,1,3,5,3,6,1,1,1,3,2,53,2,4,5,3,2,1,3,1,4,4.0,4.0,1.0,2.0,1.0,2.0
413,417,2,2,2,1,3,1,1,2,2,2,1,2,1,1,4,2,3,3,1,3,5,2,2,1,1,1,3,2,45,3,3,3,3,2,1,5,3,3,3.0,2.0,1.0,2.0,1.0,2.0
414,418,2,2,2,1,3,1,1,2,2,2,1,2,1,1,4,2,3,3,1,3,5,2,2,1,1,1,3,2,45,3,3,3,3,2,1,5,3,3,3.0,2.0,1.0,2.0,1.0,2.0
415,419,1,1,3,1,4,1,1,2,3,1,1,2,1,1,2,2,4,4,1,3,6,2,2,1,1,2,3,3,49,3,3,3,4,2,1,5,3,4,4.0,2.0,1.0,2.0,1.0,2.0
416,420,1,1,1,1,5,1,1,2,2,2,1,2,1,1,2,2,5,5,1,4,5,2,2,1,1,1,5,3,38,3,4,4,2,2,1,5,3,5,5.0,3.0,1.0,2.0,1.0,2.0
417,421,1,2,6,1,5,1,1,3,1,1,1,2,1,1,2,3,5,5,1,3,6,3,6,1,1,1,5,4,39,4,6,2,5,2,1,5,2,5,5.0,3.0,1.0,2.0,1.0,2.0
418,422,2,1,1,1,5,1,1,3,2,2,1,2,1,1,2,2,5,5,1,4,5,2,3,1,1,1,4,3,46,3,4,3,2,2,1,5,2,5,5.0,3.0,1.0,2.0,1.0,2.0
419,423,1,2,3,1,5,1,1,3,2,2,1,2,1,1,2,3,4,5,1,4,3,2,4,1,1,1,5,3,35,4,5,4,3,2,1,4,4,4,5.0,4.0,1.0,2.0,1.0,2.0
420,424,1,2,4,1,3,1,1,2,3,3,1,2,1,1,2,2,3,4,1,3,5,3,2,1,1,1,3,3,36,3,4,2,4,2,1,5,3,3,3.0,2.0,1.0,2.0,1.0,3.0
421,425,2,1,1,1,5,1,1,2,3,2,1,2,1,1,1,2,5,5,1,4,5,2,2,1,1,1,4,3,30,3,4,4,3,2,1,5,3,5,5.0,3.0,1.0,3.0,1.0,2.0
422,426,2,2,3,1,6,1,1,3,2,2,1,2,1,1,4,3,6,6,1,3,6,3,3,1,1,1,5,3,47,4,5,3,2,2,1,6,2,6,6.0,3.0,1.0,3.0,1.0,2.0
423,427,1,2,3,1,4,1,1,2,4,1,1,2,1,1,1,2,4,4,1,5,5,1,2,1,1,1,4,3,24,4,4,4,2,2,1,4,3,4,4.0,3.0,1.0,3.0,1.0,1.0
424,428,1,2,3,1,4,1,1,2,4,1,1,2,1,1,1,2,4,4,1,5,5,1,2,1,1,1,4,3,24,4,4,4,2,2,1,4,3,4,4.0,3.0,1.0,3.0,1.0,1.0
425,429,4,1,4,1,5,1,1,3,1,1,1,2,1,1,2,4,5,5,1,4,5,3,4,1,1,1,5,4,52,3,5,5,3,2,1,5,3,5,5.0,4.0,1.0,3.0,1.0,2.0
426,430,2,2,4,1,4,1,1,2,2,2,1,2,1,1,2,2,3,4,1,3,5,1,2,1,1,1,4,4,43,4,4,3,3,2,1,5,2,4,4.0,2.0,1.0,3.0,1.0,2.0
427,431,2,2,4,1,4,1,1,2,2,2,1,2,1,1,2,2,3,4,1,3,5,1,2,1,1,1,4,4,43,4,4,3,3,2,1,5,2,4,4.0,2.0,1.0,3.0,1.0,2.0
428,432,1,2,4,1,4,1,1,3,3,2,1,2,1,1,4,2,4,4,1,3,5,3,3,1,1,1,4,4,43,4,4,3,3,2,1,5,2,4,4.0,3.0,1.0,3.0,1.0,2.0
429,433,2,1,2,1,5,1,1,3,3,3,1,2,1,1,1,3,3,4,1,5,6,3,3,1,1,1,3,3,24,3,3,4,3,2,1,5,3,4,4.0,4.0,1.0,3.0,1.0,3.0
430,434,2,2,1,1,3,1,1,4,3,4,1,2,1,1,2,3,5,4,1,5,4,3,3,1,1,1,4,2,41,3,3,3,3,2,1,3,4,4,4.0,4.0,1.0,2.0,1.0,4.0
431,435,1,2,3,1,5,1,1,4,4,4,1,2,1,1,4,4,5,5,1,5,6,1,5,1,1,1,5,2,58,3,5,5,1,2,1,5,4,5,5.0,4.0,1.0,2.0,1.0,2.0
432,436,2,1,4,1,3,1,1,3,3,2,1,2,1,1,1,3,3,3,1,3,5,4,4,1,1,1,3,3,44,5,3,2,3,2,1,3,2,3,3.0,3.0,1.0,3.0,1.0,3.0
433,437,1,1,4,1,4,1,1,3,4,2,1,2,1,1,1,2,4,5,1,2,5,3,3,1,1,2,5,5,30,4,6,3,5,2,1,5,2,4,5.0,2.0,1.0,4.0,1.0,2.0
434,438,2,2,1,1,5,1,1,2,4,2,1,2,1,1,2,2,5,5,1,4,4,3,3,1,1,1,5,4,36,4,5,4,3,2,1,4,4,5,5.0,3.0,1.0,4.0,1.0,2.0
435,439,4,2,4,1,5,1,1,3,3,1,1,2,1,1,2,3,5,5,1,3,5,4,3,1,1,1,5,4,48,4,5,5,3,2,1,5,3,5,5.0,3.0,1.0,4.0,1.0,2.0
436,440,2,2,3,1,5,1,1,2,4,2,1,2,1,1,2,2,5,5,1,2,6,3,2,1,1,1,5,5,52,4,5,2,3,2,1,6,1,5,5.0,2.0,1.0,4.0,1.0,2.0
437,441,2,2,3,1,5,1,1,3,3,2,1,2,1,1,2,3,5,5,1,5,6,3,2,1,1,1,5,4,47,6,5,4,1,2,1,6,3,5,5.0,3.0,1.0,4.0,1.0,2.0
438,442,3,1,3,1,5,1,1,3,3,3,1,2,1,1,2,3,5,3,1,4,5,2,3,1,1,1,5,3,50,5,5,3,2,2,1,4,5,4,4.0,4.0,1.0,4.0,1.0,2.0
439,443,3,1,4,1,3,1,1,4,3,3,1,2,1,1,1,4,3,3,1,5,5,4,4,1,1,1,3,3,44,5,3,3,2,2,1,3,3,3,3.0,4.0,1.0,4.0,1.0,4.0
440,444,4,1,3,1,4,1,1,2,4,2,1,2,1,1,1,2,4,4,1,3,5,2,3,1,1,1,4,4,32,4,4,3,2,1,1,4,2,4,4.0,2.0,1.0,4.0,1.0,2.0
441,445,3,2,4,1,4,1,1,3,4,2,1,2,1,1,2,3,3,3,1,3,6,2,4,1,1,1,4,5,32,4,4,3,3,2,1,6,3,4,4.0,3.0,1.0,4.0,1.0,2.0
442,446,3,1,0,1,3,1,1,3,4,4,1,2,1,1,1,3,3,4,1,5,4,4,3,1,1,1,5,3,31,4,5,4,4,2,1,4,3,5,4.0,4.0,1.0,4.0,1.0,4.0
443,447,4,1,4,1,4,1,1,4,3,3,1,2,1,1,1,3,4,4,1,3,4,3,4,1,1,1,4,4,48,4,4,4,2,2,1,4,4,4,4.0,4.0,1.0,4.0,1.0,3.0
444,448,2,2,4,1,6,1,1,3,5,2,1,2,1,1,2,3,5,5,1,4,5,5,4,1,1,1,6,5,41,4,5,5,2,2,1,6,4,5,5.0,4.0,1.0,4.0,1.0,4.0
445,449,4,2,3,1,5,1,1,5,3,3,1,2,1,1,2,4,5,5,1,4,5,4,4,1,1,1,5,4,62,4,5,5,4,2,1,6,4,5,5.0,4.0,1.0,4.0,1.0,4.0
446,450,1,2,4,1,5,1,1,5,5,2,1,2,1,1,2,5,5,5,1,5,5,4,5,1,1,1,5,5,35,5,5,5,1,2,1,5,5,5,5.0,5.0,1.0,4.0,1.0,3.0
447,451,4,2,3,1,6,1,1,6,4,3,1,2,1,1,1,6,6,6,1,6,6,4,6,1,1,1,6,3,21,4,6,6,1,2,1,6,6,6,6.0,6.0,1.0,4.0,1.0,4.0
448,452,2,2,4,1,6,1,1,2,5,3,1,2,1,1,2,2,6,6,1,3,5,4,3,1,1,1,5,5,27,4,5,4,3,2,1,5,3,5,6.0,3.0,1.0,4.0,1.0,4.0
449,453,2,2,2,1,6,1,1,3,5,3,1,2,1,1,2,3,4,5,1,4,5,3,4,1,1,1,5,5,32,5,4,5,3,2,1,5,4,5,5.0,4.0,1.0,4.0,1.0,3.0
450,454,3,2,4,1,4,1,1,4,5,4,1,2,1,1,3,4,4,4,1,5,4,2,4,1,1,1,4,4,43,4,4,4,1,2,1,4,4,5,4.0,4.0,1.0,4.0,1.0,3.0
451,455,4,2,3,1,6,1,1,5,5,2,1,2,1,1,1,5,5,6,1,5,6,4,5,1,1,1,5,6,39,4,6,5,3,2,1,6,4,6,6.0,5.0,1.0,5.0,1.0,3.0
452,456,5,1,4,1,6,1,1,3,4,2,1,2,1,1,4,3,6,6,1,4,6,2,3,1,1,1,5,6,47,5,6,5,2,2,1,5,4,6,6.0,4.0,1.0,5.0,1.0,2.0
453,457,5,1,4,1,6,1,1,3,4,2,1,2,1,1,4,3,6,6,1,4,6,2,3,1,1,1,5,6,47,5,6,5,2,2,1,5,4,6,6.0,4.0,1.0,5.0,1.0,2.0
454,458,5,1,0,1,6,1,1,3,4,2,1,2,1,1,0,3,6,6,1,4,6,2,3,1,1,1,5,6,47,5,6,5,2,2,1,5,4,6,6.0,4.0,1.0,5.0,1.0,2.0
455,459,5,2,0,1,4,1,1,3,4,4,1,2,1,1,0,3,3,5,1,4,6,5,4,1,1,1,3,5,36,5,4,4,2,2,1,5,3,4,4.0,4.0,1.0,5.0,1.0,4.0
456,460,5,2,3,1,4,1,1,3,4,4,1,2,1,1,0,3,3,5,1,4,6,5,4,1,1,1,3,5,36,5,4,4,2,2,1,5,3,4,4.0,4.0,1.0,5.0,1.0,4.0
457,461,5,1,4,1,5,1,1,4,5,3,1,2,1,1,1,4,5,5,1,5,5,1,5,1,1,1,5,5,35,5,5,4,4,1,1,4,2,4,5.0,4.0,1.0,5.0,1.0,2.0
458,462,5,2,4,1,5,1,1,3,4,4,1,2,1,1,1,4,5,5,1,4,6,3,5,1,1,1,5,5,53,5,5,5,2,2,1,5,3,5,5.0,4.0,1.0,5.0,1.0,4.0
459,463,5,2,4,1,5,1,1,3,4,4,1,2,1,1,1,4,5,5,1,4,6,3,5,1,1,1,5,5,53,5,5,5,2,2,1,5,3,5,5.0,4.0,1.0,5.0,1.0,4.0
460,464,4,1,1,1,6,1,1,5,5,5,1,2,1,1,4,4,5,5,1,5,5,5,5,1,1,1,5,4,51,5,5,5,1,2,1,6,5,6,5.0,5.0,1.0,4.0,1.0,5.0
461,465,5,2,4,1,5,1,1,5,5,5,1,2,1,1,2,5,5,5,1,5,6,4,5,1,1,1,5,5,35,5,5,5,3,2,1,5,4,5,5.0,5.0,1.0,5.0,1.0,4.0
462,466,5,1,4,1,5,1,1,5,5,5,1,2,1,1,4,5,5,5,1,5,6,5,5,1,1,1,5,5,42,5,5,5,1,2,1,6,5,5,5.0,5.0,1.0,5.0,1.0,5.0
463,467,5,1,2,1,5,1,1,4,5,5,1,2,1,1,1,3,5,4,1,6,5,5,4,1,1,1,5,5,24,6,5,6,3,2,1,6,5,5,5.0,5.0,1.0,5.0,1.0,5.0
464,468,6,1,4,1,4,1,1,4,6,3,1,2,1,1,2,4,3,4,1,4,6,4,3,1,1,1,4,6,37,6,4,6,1,2,1,6,6,3,4.0,4.0,1.0,6.0,1.0,4.0
465,469,5,2,4,1,6,1,1,6,6,6,1,2,1,1,2,6,6,6,1,6,6,6,6,1,1,1,6,6,34,6,6,6,2,2,1,6,5,6,6.0,6.0,1.0,6.0,1.0,6.0
466,470,1,2,4,1,4,2,1,3,2,1,1,2,1,1,2,3,3,3,1,3,4,2,3,1,1,1,4,3,35,3,4,3,1,2,1,4,3,4,4.0,3.0,1.0,2.0,2.0,2.0
467,471,1,1,3,1,5,2,1,1,1,1,1,2,1,1,2,2,2,3,1,2,6,2,1,1,1,1,3,4,37,5,2,5,3,2,1,5,2,5,3.0,2.0,1.0,3.0,2.0,2.0
468,472,1,1,3,1,5,2,1,1,1,1,1,2,1,1,2,2,2,3,1,2,6,2,1,1,1,1,3,4,37,5,2,5,3,2,1,5,2,5,3.0,2.0,1.0,3.0,2.0,2.0
469,473,3,2,4,1,5,1,1,2,3,2,1,2,2,1,1,2,5,5,1,3,5,2,2,1,1,1,5,3,40,3,5,3,2,2,1,5,3,5,5.0,2.0,1.0,3.0,2.0,2.0
470,474,1,1,1,1,5,2,1,3,3,3,1,2,1,1,2,3,5,4,1,4,6,3,3,1,1,1,5,4,37,5,5,4,3,2,1,5,3,5,5.0,3.0,1.0,3.0,2.0,3.0
471,475,3,1,2,1,3,2,1,4,3,3,1,2,1,1,2,3,3,4,1,3,4,4,3,1,1,1,4,4,42,4,3,4,2,2,1,4,3,4,4.0,3.0,1.0,4.0,2.0,4.0
472,476,3,2,4,1,5,2,1,3,5,2,1,2,1,1,1,3,4,5,1,4,6,3,3,1,1,1,4,5,36,3,5,5,2,2,1,5,3,5,5.0,4.0,1.0,4.0,2.0,2.0
473,477,3,2,3,1,5,2,1,5,3,2,1,2,1,1,2,5,5,6,1,5,6,3,5,1,1,3,6,5,39,5,5,5,1,2,1,6,5,5,5.0,5.0,1.0,4.0,2.0,2.0
474,478,4,1,4,1,3,2,1,3,5,1,1,2,1,1,2,2,4,4,1,4,5,4,4,1,1,1,4,5,36,6,4,2,1,1,1,4,2,3,4.0,3.0,1.0,5.0,2.0,2.0
475,479,3,1,4,1,6,1,1,6,6,5,1,2,2,1,2,5,5,6,1,5,6,6,5,1,1,1,6,5,33,4,6,6,2,2,1,6,5,5,6.0,5.0,1.0,4.0,2.0,6.0
476,480,4,2,3,1,6,2,1,6,6,4,1,2,1,1,1,6,6,6,1,6,6,5,6,1,1,1,6,5,28,5,6,6,1,2,1,6,6,6,6.0,6.0,1.0,5.0,2.0,4.0
477,481,1,1,2,1,5,2,1,2,3,1,1,2,2,1,1,2,5,6,1,2,6,2,2,1,1,1,4,3,46,4,5,3,2,2,1,6,2,5,5.0,2.0,1.0,3.0,2.0,2.0
478,482,1,1,2,1,5,2,1,3,2,2,1,2,2,1,0,2,4,4,1,3,6,2,3,1,1,1,4,3,52,4,4,3,2,2,1,5,2,4,4.0,3.0,1.0,2.0,2.0,2.0
479,483,1,2,2,1,3,2,1,2,3,1,1,2,2,1,1,2,3,3,1,4,5,2,3,1,1,1,4,4,25,3,3,3,2,2,1,4,3,3,3.0,3.0,1.0,3.0,2.0,2.0
480,484,2,1,3,1,5,2,1,2,3,1,1,2,2,1,2,2,5,5,1,3,5,4,3,1,1,1,4,5,55,3,4,4,5,2,1,5,2,5,5.0,3.0,1.0,3.0,2.0,2.0
481,485,4,2,4,2,5,2,1,3,3,3,1,2,2,1,2,2,4,5,1,3,2,3,3,1,1,1,5,4,42,4,4,3,2,2,1,4,2,5,5.0,3.0,1.0,4.0,2.0,3.0
482,486,4,1,4,1,6,2,1,5,5,4,1,2,2,1,1,5,6,6,1,6,5,5,5,1,1,1,6,5,30,4,6,5,2,2,1,6,5,6,6.0,5.0,1.0,4.0,2.0,4.0
483,487,5,1,1,1,6,2,1,4,5,4,1,2,2,1,2,4,6,6,1,4,6,5,4,1,1,2,6,4,40,5,6,5,2,2,1,5,4,6,6.0,4.0,1.0,5.0,2.0,4.0
484,488,5,2,3,1,6,2,1,6,6,6,1,2,2,1,1,6,6,6,1,6,5,6,6,1,1,1,6,6,24,6,6,6,1,2,1,6,6,6,6.0,6.0,1.0,6.0,2.0,6.0
485,489,6,2,2,1,6,2,1,6,6,6,1,2,2,1,2,6,6,6,1,6,6,6,6,1,1,1,6,6,63,6,6,6,1,2,1,6,6,6,6.0,6.0,1.0,6.0,2.0,6.0
486,490,3,1,4,1,5,3,1,4,3,4,1,2,2,1,1,4,5,6,1,4,6,4,4,1,1,1,5,4,44,4,6,5,3,2,1,5,3,5,5.0,4.0,1.0,4.0,2.0,4.0
487,491,1,1,1,1,5,3,1,1,3,3,1,2,3,1,2,1,5,5,1,3,6,2,1,1,1,1,5,3,44,3,5,5,1,2,1,4,1,5,5.0,2.0,1.0,2.0,3.0,2.0
488,492,5,1,1,1,5,2,1,3,5,3,1,2,4,1,1,4,4,5,1,4,5,3,3,1,1,1,4,5,27,5,5,4,3,2,1,5,3,5,5.0,4.0,1.0,5.0,3.0,3.0
489,493,3,2,4,1,6,4,1,2,6,1,1,2,4,1,1,2,5,4,1,2,5,2,2,1,1,1,3,6,34,6,3,2,1,2,1,3,2,4,4.0,2.0,1.0,5.0,4.0,2.0
490,494,3,2,4,1,6,4,1,2,6,1,1,2,4,1,1,2,5,4,1,2,5,2,2,1,1,1,3,6,34,6,3,2,1,2,1,3,2,4,4.0,2.0,1.0,5.0,4.0,2.0
491,495,3,2,4,1,2,1,1,4,2,1,1,2,1,2,2,4,2,2,1,4,5,3,4,1,1,1,2,3,42,3,2,4,5,2,1,4,4,2,2.0,4.0,1.0,3.0,1.0,2.0
492,496,2,1,3,1,4,1,1,3,3,2,1,2,1,1,2,3,3,3,1,3,5,2,3,2,1,1,4,3,53,3,3,3,2,2,1,5,3,4,4.0,3.0,1.0,3.0,1.0,2.0
493,497,3,2,3,1,5,1,1,3,2,2,1,2,1,1,2,2,5,5,1,4,6,2,3,1,1,1,5,4,37,4,5,5,2,2,2,5,3,5,5.0,3.0,1.0,3.0,1.0,2.0
494,498,4,1,3,1,5,1,1,4,5,4,1,2,1,1,1,4,5,4,2,6,6,4,3,1,1,1,3,4,25,5,5,5,3,2,1,6,4,4,4.0,4.0,1.0,4.0,1.0,4.0
495,499,2,1,4,1,5,2,1,2,3,2,1,2,2,1,1,3,5,5,1,4,5,2,3,1,1,1,4,3,38,4,5,5,4,2,2,5,2,5,5.0,3.0,1.0,3.0,2.0,2.0
496,500,3,1,2,1,6,2,1,4,4,4,1,2,2,1,1,4,6,6,1,4,6,4,5,2,1,1,5,5,29,5,6,4,2,2,1,5,4,6,6.0,4.0,1.0,4.0,2.0,4.0
497,501,6,2,3,1,5,2,1,6,5,4,1,2,2,1,1,5,5,6,1,6,6,6,5,1,1,1,6,5,35,6,5,5,1,2,2,5,5,6,6.0,5.0,1.0,6.0,2.0,5.0
498,502,3,1,4,1,5,2,1,5,5,2,1,2,5,1,2,5,5,5,1,5,3,5,5,1,2,1,5,5,43,6,5,5,3,2,1,5,5,5,5.0,5.0,1.0,5.0,4.0,4.0
499,503,2,2,4,1,5,1,1,3,3,2,1,2,1,1,1,3,5,5,1,3,6,3,3,1,1,1,5,1,41,1,5,5,1,2,3,5,3,5,5.0,3.0,1.0,2.0,1.0,2.0
500,504,2,1,4,2,6,1,1,2,3,1,1,2,1,1,1,2,6,6,2,3,6,1,2,2,1,3,6,3,39,4,6,6,3,2,1,4,2,6,6.0,3.0,1.0,3.0,1.0,1.0
501,505,3,2,3,1,3,1,1,5,3,2,1,2,1,2,1,4,2,3,1,5,4,3,5,1,2,1,4,3,41,4,4,6,5,2,1,4,6,3,3.0,5.0,1.0,3.0,1.0,2.0
502,506,2,2,4,1,4,2,1,3,2,2,1,2,1,1,1,2,3,4,1,3,5,2,3,2,2,1,5,3,34,4,4,3,2,2,1,4,2,4,4.0,3.0,1.0,3.0,2.0,2.0
503,507,6,1,2,1,5,3,1,3,5,3,1,2,2,1,2,3,4,6,1,4,6,4,3,1,1,1,4,4,42,4,5,5,2,2,3,5,3,6,5.0,4.0,1.0,5.0,2.0,4.0
504,508,2,2,4,1,5,3,2,4,5,3,1,2,4,1,1,4,5,5,2,5,6,3,4,1,1,1,4,5,24,4,5,5,2,2,1,4,5,5,5.0,4.0,1.0,4.0,4.0,3.0
505,509,5,1,3,1,5,5,1,3,3,3,1,2,4,1,2,3,5,5,2,4,5,3,3,2,1,2,5,5,65,4,5,4,4,2,1,4,3,5,5.0,3.0,1.0,4.0,4.0,3.0
506,510,4,1,3,1,6,1,1,5,6,2,1,2,1,2,1,5,5,5,1,5,6,4,5,1,1,1,6,4,26,4,6,5,2,2,3,4,6,6,6.0,5.0,1.0,4.0,1.0,3.0
507,511,1,2,1,1,4,2,1,2,2,1,1,2,2,2,1,1,4,4,1,2,5,1,2,2,2,1,3,3,30,3,4,2,3,2,2,4,1,4,4.0,2.0,2.0,2.0,2.0,1.0
508,512,3,2,1,2,4,5,1,3,4,3,1,2,5,3,1,4,5,4,1,3,6,2,4,3,2,1,5,4,56,3,4,4,4,2,2,6,4,5,4.0,4.0,2.0,4.0,5.0,2.0
509,513,1,1,4,3,1,1,2,1,1,1,1,2,1,1,1,1,3,3,1,1,5,1,1,3,2,1,2,1,40,1,4,1,3,2,4,4,1,4,3.0,1.0,2.0,1.0,1.0,1.0
510,514,3,2,4,2,4,2,2,2,4,2,2,2,2,2,1,3,4,5,2,2,4,3,2,2,2,2,4,4,29,3,5,3,3,2,2,4,2,4,4.0,2.0,2.0,4.0,2.0,2.0
511,515,3,2,4,2,4,2,2,2,4,2,2,2,2,2,1,3,4,5,2,2,4,3,2,2,2,2,4,4,29,3,5,3,3,2,2,4,2,4,4.0,2.0,2.0,4.0,2.0,2.0
512,516,3,1,3,3,5,3,3,3,3,3,3,2,3,3,1,3,5,6,3,3,5,3,3,3,3,3,5,3,32,3,6,3,3,2,3,4,3,5,5.0,3.0,3.0,3.0,3.0,3.0
513,517,3,1,4,4,5,2,5,5,3,2,6,2,1,4,1,2,5,4,5,1,3,2,1,5,5,3,4,3,25,5,4,2,3,2,4,3,1,5,4.0,2.0,5.0,4.0,2.0,2.0
514,518,4,2,2,1,3,4,5,4,1,1,5,2,4,5,1,3,2,3,5,2,3,4,4,5,5,1,5,4,42,1,5,1,3,2,5,3,1,3,4.0,2.0,5.0,2.0,4.0,2.0
