,Leadersex,Intelligent,Trustworthy,Efficient,Skilful,Pity,Typeofcompany,Replacementleader,Disgusted,Responsaatribu,Proud,Hateful,Capable,Resentful,Wellintentioned,Inspired,Sincere,Frustrated,Simpaty,Respectful,Molestia,Assessmentleader,Confident,Friendly,Goodnatured,Participantsex,Envious,Uneasy,Angry,Levelofeducation,Ashamed,Desprecio,Age,Jealous,Warm,Admiring,Maritalstatus,Competent
224,2,6,3,6,6,1,1,1,1,6,5,1,6,1,3,5,5,1,3,5,1,5,6,3,2,2,3,2,1,3,1,1,48,1,3,5,2,5
225,2,5,4,6,6,1,1,2,1,6,4,1,5,1,4,5,4,1,3,6,1,6,5,2,4,2,2,2,1,4,1,1,35,2,4,6,2,4
226,2,3,2,3,3,1,1,2,1,4,2,1,2,1,4,1,3,1,2,3,1,5,3,4,2,2,2,1,1,4,1,1,48,3,1,4,2,3
227,2,4,3,4,4,1,1,3,1,4,2,1,3,1,3,3,3,1,3,2,1,5,4,3,3,2,3,2,1,5,1,1,43,2,2,3,1,3
228,2,6,4,6,6,1,1,3,1,6,3,1,5,1,4,3,3,1,3,3,1,5,4,3,3,2,3,2,1,2,1,1,37,2,3,4,1,5
229,2,4,4,5,5,1,1,1,1,5,2,1,4,1,4,3,4,1,1,4,1,5,5,3,2,2,3,3,1,3,1,1,30,2,3,4,1,5
230,2,5,4,5,5,1,1,1,1,6,3,1,4,1,4,3,4,1,3,3,1,5,3,4,4,1,3,3,1,5,1,1,42,2,3,4,2,4
231,2,5,4,5,5,1,1,3,1,5,5,1,5,1,4,5,4,1,4,5,1,5,5,5,4,2,2,1,1,4,1,1,34,3,4,5,2,5
232,2,4,4,4,4,1,1,3,1,5,2,1,4,1,4,3,4,1,4,3,1,5,4,4,4,1,3,2,1,2,1,1,37,3,4,5,2,4
233,2,5,4,5,5,1,1,2,1,5,4,1,5,1,2,4,3,1,5,4,1,1,4,2,3,2,3,2,1,1,1,1,38,3,3,5,1,4
234,2,6,5,6,6,1,1,2,1,5,3,1,6,1,6,6,2,1,6,6,1,6,6,3,3,2,3,1,1,4,1,1,59,4,2,5,2,6
235,2,3,2,3,3,1,1,3,1,4,1,1,3,1,3,1,2,2,2,2,1,4,4,2,2,1,1,1,1,3,1,1,62,1,3,2,2,3
236,2,4,3,5,4,1,1,3,1,4,1,1,5,1,2,2,3,2,2,2,1,5,5,2,2,1,1,1,1,4,1,1,39,1,2,2,2,4
237,2,3,2,2,2,1,1,2,1,3,1,1,2,1,2,2,2,1,1,3,1,4,3,1,1,1,1,1,2,3,1,1,45,1,1,2,2,2
238,2,2,3,3,2,1,1,3,1,2,1,1,2,1,3,2,1,2,1,3,1,3,2,2,1,1,1,1,1,3,1,1,50,1,1,2,2,2
239,2,4,5,4,5,1,1,3,1,5,3,1,3,1,5,6,2,2,4,6,1,5,4,3,3,1,1,1,1,3,1,1,40,1,2,4,2,5
240,2,3,3,4,4,1,1,4,1,4,1,1,3,1,4,2,5,2,1,3,1,3,3,2,2,1,2,1,1,2,2,1,55,2,2,3,2,3
241,2,5,3,6,5,1,1,2,1,5,2,1,5,1,3,2,3,1,2,2,1,6,5,4,3,2,3,2,2,2,1,1,54,1,3,3,4,6
242,2,4,4,4,4,1,1,2,1,3,1,1,4,1,4,3,4,1,4,3,1,4,4,3,4,1,2,2,2,2,1,1,31,2,3,2,1,4
243,2,4,4,5,5,1,1,2,1,5,3,1,4,1,4,4,4,2,3,5,1,4,5,5,4,1,2,3,1,2,1,1,42,2,3,4,2,4
244,2,5,5,5,6,1,1,2,1,5,5,1,6,1,4,3,5,1,4,4,1,5,6,4,4,2,2,3,2,1,1,1,33,2,4,5,2,5
245,2,3,2,3,2,1,1,2,1,2,2,1,2,1,2,3,2,2,2,3,1,3,3,2,1,2,2,2,1,4,1,1,35,3,3,3,1,2
246,2,5,5,6,5,1,1,6,1,6,3,1,6,1,5,3,2,1,1,3,1,6,5,5,4,1,2,3,2,3,1,1,30,3,4,4,1,6
247,2,5,2,4,6,3,1,2,1,4,5,1,5,1,2,4,1,2,3,4,1,6,4,2,3,1,2,2,1,4,1,1,38,3,4,2,1,4
248,2,6,5,5,5,1,1,2,1,5,3,1,5,1,4,4,4,1,3,4,1,6,4,4,4,2,3,3,2,4,1,1,30,2,4,4,2,5
249,2,6,3,6,6,1,1,1,1,5,5,1,4,1,1,5,3,1,4,6,1,5,4,3,3,1,4,3,2,0,1,1,33,4,2,5,1,6
250,2,5,3,5,5,1,1,2,1,2,3,1,4,1,4,5,1,3,2,5,1,4,6,1,1,1,1,2,1,4,1,1,42,1,1,1,2,5
251,2,5,5,5,3,1,1,2,1,5,1,1,5,1,4,4,3,1,4,4,1,5,5,3,3,1,1,2,3,2,1,1,49,1,3,4,2,5
252,2,3,4,4,4,1,1,3,1,3,2,1,3,1,3,4,2,2,2,3,2,4,3,2,1,1,2,1,1,2,1,1,38,2,1,3,2,3
253,2,4,3,3,3,1,1,2,1,4,4,1,3,1,3,4,4,2,3,3,2,5,3,3,3,1,2,3,1,4,1,1,25,2,2,6,1,3
254,2,4,4,4,4,2,1,1,1,6,3,1,4,1,4,4,3,2,3,3,2,5,4,3,3,2,4,3,1,4,1,1,26,2,3,4,1,4
255,2,5,4,4,5,2,1,2,1,6,1,1,5,2,4,1,4,2,1,2,1,4,4,4,4,2,1,2,1,4,1,2,37,1,4,2,2,5
256,2,2,5,3,3,1,1,2,1,2,2,1,3,1,6,2,2,4,1,5,1,4,3,1,2,2,1,1,1,5,2,1,39,1,2,2,1,3
257,2,5,3,5,4,1,1,3,1,6,4,1,5,2,3,4,2,2,3,3,2,6,5,3,2,2,4,3,1,4,1,1,47,4,3,3,2,5
258,2,3,5,5,2,1,1,2,2,6,3,1,2,1,5,5,2,3,4,5,2,5,5,3,2,2,3,2,1,2,2,1,42,2,2,5,1,4
259,2,4,4,4,5,1,1,2,2,5,2,1,4,1,3,2,3,2,2,2,2,5,3,1,3,1,2,2,1,3,2,2,55,1,2,2,0,4
260,2,2,3,2,2,1,1,3,2,5,1,2,3,1,3,1,2,2,2,1,1,3,3,2,2,2,1,1,2,4,1,2,28,1,3,1,1,2
261,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,3,5,1,2,55,3,1,3,2,2
262,2,6,5,6,6,2,1,1,2,6,2,2,6,2,5,1,4,2,2,2,2,6,3,4,6,2,2,2,2,4,2,2,38,2,6,2,1,5
264,2,2,2,1,2,2,1,3,1,2,3,2,2,2,1,2,3,3,3,3,1,3,1,1,1,1,2,2,3,2,3,3,45,3,2,4,4,2
265,2,3,3,3,2,1,1,3,2,3,3,2,3,3,2,2,2,1,1,3,3,3,2,3,2,1,3,2,2,3,1,3,41,3,2,4,1,2
266,2,1,2,2,1,2,1,4,2,3,3,3,2,3,2,2,2,3,2,2,2,3,2,1,1,1,3,2,3,3,2,3,33,2,2,2,2,2
267,2,1,2,2,1,2,1,4,2,3,3,3,2,3,2,2,2,3,2,2,2,3,2,1,1,1,3,2,3,4,2,3,40,2,2,2,3,2
268,2,4,4,5,6,1,1,3,4,5,4,2,4,4,3,5,4,3,2,2,4,6,4,3,3,2,4,3,4,3,2,4,25,4,3,3,2,5
269,2,4,2,3,2,3,1,5,3,4,2,3,2,4,1,2,1,4,2,2,3,2,4,2,3,1,1,2,5,4,5,4,63,2,2,1,2,2
270,2,5,2,5,5,2,1,1,4,6,3,5,5,5,5,4,3,4,2,4,4,6,5,5,3,2,3,2,4,4,3,3,33,4,3,4,1,5
271,2,3,1,1,2,1,1,1,4,1,1,5,1,4,1,1,1,6,1,1,5,1,1,1,1,2,1,1,5,1,5,5,40,1,1,1,2,1
272,2,2,2,1,2,1,1,6,4,1,5,6,1,5,2,3,6,6,3,2,4,1,5,2,2,1,2,2,5,1,1,5,64,2,3,2,2,2
273,1,6,6,6,1,1,2,6,1,6,1,1,6,1,6,1,1,1,1,1,1,6,6,1,1,2,1,1,1,4,1,1,40,1,1,1,2,6
274,1,3,5,3,4,1,2,3,1,4,1,1,2,1,3,1,3,1,1,1,1,4,3,3,3,1,1,1,1,3,1,1,54,1,3,1,2,3
275,1,3,5,3,4,1,2,3,1,4,1,1,2,1,3,1,3,1,1,1,1,4,3,3,3,1,1,1,1,3,1,1,54,1,3,1,2,3
276,1,6,6,6,6,1,2,6,1,6,1,1,6,1,3,1,3,1,1,1,1,6,6,3,3,2,1,1,1,4,1,1,40,1,3,1,2,6
277,1,6,6,6,6,1,2,6,1,6,1,1,6,1,3,1,3,1,1,1,1,6,6,3,3,2,1,1,1,4,1,1,40,1,3,1,2,6
278,1,2,1,2,2,1,2,3,1,2,1,1,2,1,1,2,1,1,2,1,1,4,2,1,1,1,1,1,1,4,1,1,40,1,1,1,2,2
279,1,3,1,3,3,1,2,3,1,4,1,1,3,1,1,1,1,1,1,2,1,4,4,2,2,1,1,1,1,3,1,1,24,1,1,1,1,3
280,1,2,2,2,2,1,2,2,1,2,1,1,2,1,3,1,2,1,2,2,1,3,2,2,2,2,1,1,1,4,1,1,44,1,2,2,2,2
281,1,4,2,4,4,1,2,3,1,5,1,1,4,1,2,1,2,1,2,2,1,6,4,3,2,1,1,1,1,3,1,1,46,1,2,2,1,4
282,1,2,2,3,3,1,2,3,1,4,2,1,3,1,2,1,1,1,2,2,1,5,3,2,1,2,1,1,1,4,1,1,44,1,1,2,2,3
283,1,4,3,4,4,1,2,2,1,4,1,1,4,1,1,1,3,1,3,3,1,4,4,1,3,2,1,1,1,4,1,1,50,1,3,2,2,4
284,1,4,3,4,4,1,2,2,1,4,1,1,4,1,1,1,3,1,3,3,1,4,4,1,3,2,1,1,1,4,1,1,50,1,3,2,2,4
285,1,2,3,3,3,1,1,3,1,4,1,1,3,1,3,2,3,1,3,3,1,4,3,3,3,1,1,1,1,1,1,1,40,1,3,1,1,3
286,1,3,3,3,3,1,1,2,1,3,1,1,3,1,3,2,3,1,2,2,1,4,3,3,3,1,1,1,1,5,1,1,41,1,3,2,2,3
287,1,2,2,3,3,1,2,2,1,3,2,1,3,1,2,2,1,1,2,2,1,4,4,1,1,2,1,1,1,4,1,1,42,1,1,2,2,3
288,1,3,3,3,3,1,2,2,1,4,1,1,3,1,2,2,4,1,1,3,1,4,4,1,2,2,1,1,1,3,1,1,36,1,1,2,1,3
289,1,5,3,5,5,1,2,3,1,4,1,1,5,1,3,2,2,1,1,3,1,5,5,4,2,2,1,1,1,2,1,1,52,1,3,2,2,4
290,1,3,2,4,4,1,2,3,1,3,1,1,3,1,2,3,2,1,1,3,1,5,3,2,2,1,1,2,1,4,1,1,33,1,2,1,2,3
291,1,3,3,3,4,1,2,3,1,5,2,1,4,1,3,2,2,1,2,2,1,4,4,2,2,2,1,1,1,2,1,1,45,1,2,3,1,3
292,1,6,3,5,4,1,2,4,1,5,1,1,3,1,2,2,1,1,2,5,1,6,3,6,2,1,1,1,1,4,1,1,35,1,1,1,1,4
293,1,4,3,5,5,1,2,1,1,5,1,1,4,1,6,2,3,1,3,2,1,5,6,3,3,1,1,1,1,5,1,1,47,1,4,4,2,5
294,1,6,6,6,6,1,2,6,1,6,1,1,6,1,1,1,1,1,1,2,1,6,6,1,1,2,1,1,1,4,1,1,40,1,1,6,2,6
295,1,4,2,5,5,1,2,3,1,6,2,1,5,1,2,3,2,1,1,2,1,6,5,2,2,1,1,1,1,4,1,1,38,1,2,3,1,5
296,1,3,2,3,3,1,2,3,1,5,2,1,3,1,3,2,2,1,2,3,1,5,3,2,3,2,1,2,1,2,1,1,47,1,2,2,4,4
297,1,4,3,4,5,1,1,4,1,4,1,1,4,1,4,2,4,1,2,3,1,5,5,3,2,1,1,1,1,2,1,1,44,1,2,4,2,5
298,1,4,3,5,5,1,2,1,1,5,1,1,4,1,6,3,3,1,3,2,1,5,6,3,3,1,1,1,1,5,1,1,47,1,4,4,2,5
299,1,5,1,5,5,1,2,3,1,6,1,1,5,1,3,4,1,1,1,3,1,6,5,2,1,2,1,1,1,4,1,1,34,1,1,3,2,5
300,1,3,3,4,3,1,1,3,1,4,1,1,4,1,4,3,3,1,1,4,1,5,4,3,3,1,1,1,1,2,1,1,48,1,3,3,2,4
301,1,3,4,3,4,1,2,3,1,4,1,1,3,1,4,4,1,1,1,4,1,5,4,3,3,2,1,1,1,2,1,1,38,1,2,3,1,3
302,1,3,4,3,4,1,2,3,1,4,1,1,3,1,4,4,1,1,1,4,1,5,4,3,3,2,1,1,1,2,1,1,38,1,2,3,1,3
303,1,5,2,4,4,1,2,3,1,6,1,1,3,1,2,4,2,1,2,4,1,5,3,2,2,2,1,3,1,3,1,1,34,1,2,2,1,4
304,1,4,3,4,4,3,2,2,1,5,2,1,4,1,4,3,2,1,2,4,1,5,4,2,3,2,1,1,1,1,1,1,51,1,2,4,2,3
305,1,5,3,5,5,1,2,3,1,5,3,1,5,1,3,4,3,1,3,3,1,6,4,3,3,2,1,1,1,2,1,1,40,1,3,3,1,3
306,1,4,4,5,5,1,1,3,1,5,2,1,5,1,3,2,3,1,3,4,1,5,5,3,3,2,1,3,1,2,1,1,44,1,3,3,0,4
307,1,4,5,5,5,1,2,2,1,6,2,1,4,1,5,3,4,1,3,4,1,6,3,3,3,1,1,2,1,2,1,1,45,1,3,3,2,3
308,1,3,2,2,2,1,1,4,1,6,3,1,3,1,3,3,2,1,3,3,1,5,3,3,2,2,1,3,1,1,1,1,27,1,2,3,1,2
309,1,6,4,6,6,1,1,1,1,6,3,1,6,1,4,3,2,1,2,3,1,6,6,2,2,1,1,2,1,5,1,1,45,1,2,4,2,6
310,1,4,5,5,5,1,2,3,1,5,2,1,5,1,4,4,4,1,3,4,1,5,5,3,3,1,1,2,1,4,1,1,47,1,2,3,2,5
311,1,5,4,5,5,1,2,2,1,4,3,1,5,1,4,3,4,1,2,3,1,5,5,4,4,1,1,3,1,2,1,1,35,1,4,3,2,5
312,1,5,3,6,5,1,2,3,1,4,1,1,4,1,5,4,2,1,3,5,1,5,3,2,2,2,1,1,1,6,1,1,26,1,2,5,1,5
313,1,5,3,6,5,1,2,3,1,4,1,1,4,1,5,4,2,1,3,5,1,5,3,2,2,2,1,1,1,6,1,1,26,1,2,5,1,5
314,1,5,3,6,5,1,2,2,1,5,4,1,5,1,3,3,2,1,3,3,1,5,5,3,3,1,1,1,1,4,1,1,27,1,3,5,1,6
315,1,5,3,6,5,1,2,2,1,5,4,1,5,1,3,3,2,1,3,3,1,5,5,3,3,1,1,1,1,4,1,1,27,1,3,5,1,6
316,1,3,3,4,4,1,2,2,1,4,1,1,4,1,3,4,3,1,3,4,1,6,4,3,3,1,1,2,1,5,1,1,33,1,3,5,1,5
317,1,4,3,4,5,1,2,4,1,5,3,1,5,1,3,4,3,1,3,3,1,4,5,3,3,1,1,3,1,4,1,1,47,1,3,3,2,5
318,1,3,3,5,5,1,1,3,1,5,3,1,4,1,3,4,3,1,3,5,1,5,5,2,2,2,1,1,1,3,1,1,23,1,2,4,1,5
319,1,5,3,4,5,1,1,2,1,4,3,1,4,1,5,4,3,1,2,4,1,4,4,3,3,2,1,2,1,4,1,1,32,1,3,4,1,4
320,1,5,3,3,4,1,2,5,1,1,3,1,3,1,4,3,4,1,3,4,1,4,5,3,4,2,1,3,1,4,1,1,53,1,3,4,2,5
321,1,5,3,3,4,1,2,5,1,1,3,1,3,1,4,3,4,1,3,4,1,4,5,3,4,2,1,3,1,4,1,1,53,1,3,4,2,5
322,1,4,5,5,4,1,2,2,1,6,2,1,4,1,4,4,3,1,3,4,1,5,5,3,3,2,1,3,1,3,1,1,44,1,3,4,2,4
323,1,4,5,5,4,1,2,2,1,6,2,1,4,1,4,4,3,1,3,4,1,5,5,3,3,2,1,3,1,3,1,1,44,1,3,4,2,4
324,1,5,4,5,5,1,2,6,1,6,4,1,4,1,4,4,4,1,3,4,1,6,5,3,2,1,1,2,1,2,1,1,55,1,2,4,3,4
325,1,5,3,5,5,1,2,2,1,6,4,1,5,1,3,4,5,1,4,4,1,6,5,2,2,2,1,2,1,4,1,1,37,1,2,5,2,5
326,1,4,3,5,5,1,2,2,1,5,4,1,4,1,3,4,3,1,3,4,1,6,4,3,3,2,1,3,1,4,1,1,48,1,3,4,1,4
327,1,6,5,6,6,1,2,1,1,5,1,1,6,1,6,4,4,1,5,5,1,6,4,5,4,2,1,4,1,4,1,1,54,1,4,5,2,5
328,1,6,5,6,6,1,2,1,1,5,1,1,6,1,6,4,4,1,5,5,1,6,4,5,4,2,1,4,1,4,1,1,54,1,4,5,2,5
329,1,5,3,5,3,1,2,4,1,4,4,1,5,1,4,4,3,1,4,4,1,6,5,3,3,1,1,4,1,3,1,1,48,1,3,4,2,5
330,1,5,3,5,6,1,2,1,1,6,4,1,5,1,6,5,3,1,4,6,1,5,4,3,4,1,1,1,1,1,1,1,50,1,5,5,2,4
331,1,4,5,5,5,1,2,3,1,6,4,1,5,1,3,5,5,1,5,5,1,6,5,3,3,1,1,4,1,3,1,1,44,1,3,4,1,5
332,1,5,5,4,5,1,2,3,1,4,4,1,5,1,5,5,4,1,5,5,1,5,4,3,4,2,1,4,1,5,1,1,40,1,4,5,2,5
333,1,5,3,5,6,1,2,1,1,6,4,1,5,1,5,5,3,1,4,6,1,5,4,3,4,1,1,5,1,1,1,1,50,1,5,5,2,4
334,1,5,5,5,5,1,2,1,1,6,5,1,5,1,5,5,5,1,5,5,1,6,5,5,5,1,1,5,1,1,1,1,43,1,5,5,2,5
335,1,5,4,6,5,1,2,1,1,6,5,1,6,1,6,6,5,1,5,6,1,6,5,5,5,2,1,4,1,3,1,1,42,1,5,5,4,5
336,1,6,6,6,6,1,2,1,1,6,6,1,6,1,5,6,5,1,2,6,1,6,6,5,5,1,1,5,1,3,1,1,38,1,5,6,1,6
337,1,3,2,4,4,1,2,2,1,5,1,1,4,1,2,2,2,1,2,3,1,5,5,2,3,2,2,1,1,4,1,1,29,1,2,3,2,4
338,1,4,3,4,3,1,2,3,1,3,2,1,3,1,2,2,3,1,2,3,1,5,5,2,3,1,2,1,1,3,1,1,52,1,3,2,2,3
339,1,5,3,4,5,2,2,3,1,4,2,1,4,1,3,3,2,1,4,3,1,5,3,3,2,1,2,2,1,1,1,1,40,1,2,3,2,3
340,1,4,4,4,3,1,2,3,1,5,3,1,4,1,3,2,3,1,3,3,1,5,3,2,2,1,1,2,1,4,1,1,34,2,2,3,2,3
341,1,4,4,4,4,1,2,1,1,5,3,1,4,1,5,4,3,1,1,3,1,6,4,5,4,2,2,1,1,2,1,1,33,1,3,3,1,3
342,1,3,4,4,2,1,2,2,1,5,2,1,3,1,3,3,3,1,3,4,1,6,4,3,2,2,2,2,1,4,1,1,38,1,2,4,1,4
343,1,5,3,5,5,1,2,2,1,6,3,1,5,1,3,4,4,1,4,4,1,6,5,3,3,2,2,3,1,5,1,1,35,1,2,3,1,5
344,1,5,3,5,5,1,2,3,1,6,4,1,5,1,3,4,4,1,3,4,1,6,5,4,2,2,2,2,1,1,1,1,58,1,2,4,2,5
345,1,4,4,5,5,1,2,2,1,5,3,1,4,1,3,4,3,1,4,5,1,5,4,4,4,1,2,3,1,4,1,1,44,1,2,4,2,4
346,1,5,2,4,5,1,2,3,1,5,2,1,3,1,2,3,2,1,3,3,1,6,3,2,1,1,2,2,1,3,1,1,44,2,1,3,2,3
347,1,4,4,4,4,1,2,2,1,5,4,1,4,1,4,2,3,1,4,3,1,5,4,4,3,2,3,1,1,4,1,1,52,1,2,4,4,4
348,1,5,4,5,5,1,2,2,1,5,3,1,5,1,2,3,3,1,4,3,1,5,5,3,4,2,3,2,1,4,1,1,29,1,2,3,1,5
349,1,4,2,4,5,1,2,3,1,6,4,1,4,1,3,2,3,1,4,4,1,6,4,2,2,2,3,1,1,1,1,1,63,1,2,4,2,5
350,1,5,5,5,5,1,2,4,1,6,3,1,5,1,4,3,4,1,2,3,1,6,5,5,4,1,2,3,1,4,1,1,40,2,3,3,1,5
351,1,4,4,5,5,1,1,2,1,5,3,1,5,1,4,4,3,1,4,4,1,5,4,3,3,1,2,3,1,4,1,1,44,2,3,4,1,5
352,1,4,4,4,4,1,2,3,1,5,4,1,4,1,3,4,3,1,2,4,1,5,4,3,3,2,2,3,1,2,1,1,28,2,3,4,1,4
353,1,5,5,5,5,1,2,2,1,5,3,1,5,1,5,5,3,1,4,5,1,6,5,4,3,1,2,2,1,4,1,1,52,2,3,4,4,5
354,1,6,5,5,6,1,2,1,1,5,2,1,5,1,4,4,2,1,3,3,1,6,6,4,3,1,4,1,1,4,1,1,50,1,3,4,2,5
355,1,3,3,4,4,1,2,2,1,4,3,1,4,1,3,4,4,1,4,4,1,4,4,3,3,2,3,2,1,4,1,1,62,2,2,3,2,3
356,1,4,3,3,4,1,1,2,1,5,4,1,3,1,3,6,4,1,4,6,1,5,4,4,4,1,2,3,1,1,1,1,40,3,3,5,1,3
357,1,4,3,4,4,1,2,3,1,5,1,1,4,1,4,4,4,1,5,5,1,5,4,5,5,2,5,4,1,4,1,1,47,1,4,1,2,3
358,1,5,3,6,5,1,1,1,1,6,1,1,5,1,3,4,3,1,3,4,1,4,3,3,3,2,3,3,1,1,1,1,40,3,3,4,2,5
359,1,4,3,5,5,1,2,1,1,4,4,1,5,1,3,3,3,1,4,4,1,5,3,3,3,1,5,3,1,3,1,1,48,1,3,3,2,4
360,1,5,5,5,5,1,2,1,1,6,3,1,5,1,5,5,5,1,5,5,1,6,5,4,4,1,1,3,1,3,1,1,23,3,3,4,1,5
361,1,3,3,5,4,1,2,2,1,5,4,1,3,1,3,2,3,1,2,3,1,6,4,2,2,1,4,2,1,4,1,1,33,3,2,4,1,5
362,1,4,2,4,4,2,2,3,1,4,1,1,4,1,2,1,1,2,1,2,1,5,4,1,1,1,1,1,1,2,1,1,44,1,1,1,2,4
363,1,4,5,4,4,1,2,2,1,6,3,1,4,1,5,3,4,2,4,3,1,6,4,5,2,2,1,3,1,4,1,1,30,1,2,3,0,4
364,1,3,3,4,5,1,2,2,1,5,4,1,3,1,3,2,4,2,3,5,1,4,4,2,2,2,1,3,1,2,1,1,47,1,3,4,2,3
365,1,5,4,5,3,1,2,2,1,5,3,1,5,1,2,4,4,2,4,5,1,6,5,3,2,1,2,2,1,4,1,1,25,1,2,4,1,4
366,1,6,6,6,6,2,2,3,1,6,5,1,6,1,4,5,5,2,5,5,1,6,6,4,4,2,3,4,1,3,1,1,35,2,3,5,2,6
367,1,5,4,3,5,1,1,3,1,5,4,1,4,1,5,4,3,2,3,5,1,6,4,3,2,2,3,2,1,3,1,1,34,3,2,6,2,4
368,1,5,4,6,5,1,2,2,1,6,4,1,5,1,3,4,4,2,4,4,1,6,6,3,4,2,4,3,1,4,1,1,28,4,4,4,1,5
369,1,3,3,3,4,1,1,4,1,3,2,1,3,1,4,2,3,2,1,2,2,4,3,2,2,2,1,1,1,2,2,1,30,1,2,2,1,3
370,1,2,2,3,3,1,2,2,2,3,2,1,3,1,2,2,1,2,2,2,1,3,3,2,1,2,2,1,1,3,2,1,28,1,1,2,1,3
371,1,4,2,4,4,1,2,2,1,5,1,1,4,2,2,1,1,1,1,2,2,4,4,3,2,1,2,1,1,3,1,1,24,2,2,2,1,4
372,1,3,4,5,5,2,2,2,1,5,3,1,5,1,5,4,4,3,4,4,1,5,5,3,3,1,2,2,1,3,3,1,35,2,3,3,2,4
373,1,5,5,5,5,1,2,1,1,5,3,1,5,1,5,5,5,3,4,5,1,6,5,3,4,2,3,2,1,3,1,1,22,2,3,5,1,5
374,1,2,3,1,3,1,2,1,1,3,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,4,2,1,53,1,2,1,1,2
375,1,3,2,4,4,2,2,3,2,4,1,1,4,1,2,1,2,2,1,2,2,5,4,3,3,1,1,1,1,1,1,1,48,1,3,1,2,3
376,1,2,2,3,3,1,2,3,2,4,2,1,3,1,2,3,3,2,3,2,2,3,3,2,3,2,2,1,1,3,1,1,24,3,2,3,1,4
377,1,1,1,1,1,4,2,3,1,1,1,1,1,3,1,1,1,1,1,3,1,4,3,1,1,1,1,1,3,3,1,1,34,1,1,1,2,3
378,1,1,1,1,1,4,2,3,1,1,1,1,1,3,1,1,1,1,1,3,1,4,3,1,1,1,1,1,3,3,1,1,34,1,1,1,2,3
379,1,4,2,3,4,1,2,2,2,3,2,1,3,1,2,2,2,2,2,3,2,4,3,4,3,1,1,2,2,2,1,1,39,1,1,3,2,3
380,1,4,4,5,4,1,2,3,2,5,2,1,4,2,4,3,2,1,2,3,2,6,4,2,3,1,2,2,1,3,2,2,28,2,3,4,1,4
381,1,3,1,6,6,1,2,1,2,6,1,1,5,1,1,1,1,1,1,2,2,6,4,1,1,2,1,1,3,4,1,2,47,1,1,2,1,4
382,1,3,2,4,3,3,2,2,3,3,1,1,3,1,2,1,2,3,2,2,2,3,4,2,2,1,1,2,1,3,3,1,49,1,2,1,2,4
383,1,4,3,5,4,2,2,2,2,3,4,2,4,2,3,5,3,2,4,4,2,4,4,3,3,2,2,3,2,4,2,2,23,1,3,4,1,4
384,1,3,3,3,3,1,1,3,3,3,5,1,3,2,3,5,3,2,2,4,2,3,3,3,3,2,2,2,2,2,1,2,40,2,3,3,2,3
385,1,2,2,1,2,1,2,3,3,4,1,1,2,1,2,1,2,3,1,1,3,2,3,2,2,2,1,1,3,4,3,1,64,1,2,1,4,2
386,1,5,3,5,5,1,2,2,3,5,2,2,5,2,2,4,2,3,1,3,2,6,5,2,2,2,4,2,3,3,2,2,47,4,2,3,2,5
387,1,5,2,5,4,1,2,3,3,4,3,1,3,3,2,2,1,1,1,3,3,2,4,6,5,1,1,1,4,5,1,4,27,2,2,3,1,3
388,1,5,6,5,5,1,2,3,4,5,3,1,6,3,4,3,2,4,1,4,4,5,6,3,4,1,4,3,2,3,2,1,55,3,3,5,2,5
389,1,5,6,5,5,1,2,3,4,5,3,1,6,3,4,3,2,4,1,4,4,5,6,3,4,1,4,3,2,3,2,1,55,3,3,5,2,5
390,1,6,6,6,6,1,2,4,2,6,6,2,6,4,6,6,1,2,3,6,4,6,6,4,4,1,1,5,3,3,1,3,55,1,4,6,1,6
391,1,3,3,2,4,5,2,3,3,4,1,1,4,1,1,1,1,5,1,2,3,5,4,2,3,2,1,1,6,2,5,3,50,1,2,1,2,4
392,1,4,2,2,3,3,1,3,4,2,1,4,2,4,2,1,1,3,2,1,4,5,3,2,2,2,1,1,4,4,3,4,44,1,2,1,0,2
393,1,3,4,5,6,2,2,2,5,3,5,6,5,5,4,3,2,2,6,4,5,5,3,2,2,2,5,2,2,3,2,6,38,2,2,3,2,2
395,2,1,3,1,1,1,2,6,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,3,2,1,1,1,1,4,1,1,55,1,2,1,2,1
396,2,3,3,3,3,1,2,3,1,4,1,1,3,1,3,1,3,1,1,1,1,4,3,3,3,1,1,1,1,4,1,1,42,1,3,1,2,3
397,2,5,3,3,4,1,2,3,1,4,1,1,3,1,3,1,3,1,1,1,1,6,4,3,3,1,1,1,1,3,1,1,42,1,3,1,2,4
399,2,3,3,5,3,1,2,2,1,6,1,1,5,1,2,1,3,1,1,2,1,6,4,1,2,1,1,2,1,2,1,1,37,1,1,1,2,4
400,2,3,3,3,3,1,2,3,1,4,1,1,3,1,3,1,3,1,2,2,1,5,3,3,3,1,1,1,1,4,1,1,44,1,3,2,2,3
401,2,3,3,5,4,1,2,2,1,4,1,1,4,1,3,1,3,1,1,3,1,5,4,3,3,2,1,1,1,5,1,1,23,1,3,1,1,5
402,2,4,2,2,3,1,1,1,1,1,1,1,3,1,2,1,2,1,1,4,1,3,5,2,2,1,1,1,1,4,1,1,46,1,2,1,2,3
