Participantsex,Leadersex,Group,Typeofcompany,Maniexp1,Maniexp2,VARCOMPETENCE,VARWARMTH,VARADMIRATION,VARENVY,VARDISGUST,VARRECASSESSMENT,VARRECREPLACEMENTLEADER,VARRECRESPONSAATRIB,Assessmentleader,Responsaatribu,Replacementleader,Competent,Confident,Capable,Efficient,Intelligent,Skilful,Friendly,Wellintentioned,Trustworthy,Warm,Goodnatured,Sincere,Jealous,Envious,Admiring,Proud,Respectful,Inspired,Uneasy,Angry,Desprecio,Resentful,Molestia,Disgusted,Hateful,Frustrated,Ashamed,Pity,Simpaty,Maritalstatus,Age,Province,Nationality,Levelofeducation,Profession
1,1,1,1,5,5,5,2.33333333333333,3.4,2.5,1,1,5,1,6,6,2,5,5,5,6,4,5,2,2,2,2,2,4,3,2,4,2,5,4,2,1,1,1,1,1,1,1,1,1,2,4,46,Ceuta,Española,4,dependienteferretería
1,1,1,1,5,4,4.5,3.83333333333333,4.4,2.5,1,3,6,1,4,6,1,5,4,4,5,4,5,3,6,4,3,3,4,3,2,5,4,4,6,3,1,1,1,1,1,1,1,1,1,5,1,28,Alava,Española,1,
1,1,1,1,6,6,5.83333333333333,3.66666666666667,4.8,2.5,1,1,5,2,6,5,2,6,6,5,6,6,6,3,5,6,2,2,4,2,3,6,6,6,5,1,1,1,1,1,1,1,1,1,1,6,2,44,Alicante,española,3,protesicodental
2,1,1,1,6,6,6,4.33333333333333,4.2,3,1,1,6,1,6,6,1,6,6,6,6,6,,4,4,6,4,4,4,3,3,5,1,6,6,3,1,1,1,1,1,1,1,1,1,4,2,31,LasPalmas,española,2,auxiliarfarmacia
2,1,1,1,5,6,4.5,3.83333333333333,5,3,1,2,6,2,5,5,1,3,4,4,5,5,6,3,5,6,4,2,3,3,3,5,5,5,6,4,1,1,1,1,1,1,1,1,1,4,4,36,Ceuta,Española,3,Administrativa
2,1,1,1,6,3,4.66666666666667,3.16666666666667,3.6,1,1.14285714285714,1,6,2,6,5,1,5,5,5,6,3,4,4,3,4,2,3,3,1,1,3,3,4,4,4,1,1,1,1,1,1,2,1,1,3,2,48,Valladolid,española,4,secretariadireccion
1,1,1,1,4,4,4.66666666666667,3.83333333333333,4,1,1.14285714285714,3,6,2,4,5,1,4,4,5,5,5,5,4,4,5,3,3,4,1,1,5,2,5,5,3,1,1,1,1,1,1,2,2,2,2,2,39,Barcelona,Española,1,Celador
2,1,1,1,3,2,3.5,2.16666666666667,2.4,1.5,1.14285714285714,1,6,1,6,6,1,3,4,4,4,3,3,2,3,3,2,2,1,1,2,2,3,4,2,1,1,1,1,2,1,1,1,1,1,2,2,58,Barcelona,epañola,2,Auxiliardeenfermeria
2,1,1,1,5,5,4.83333333333333,3,2,2,1.14285714285714,1,5,1,6,6,2,5,4,5,5,5,5,3,3,3,3,3,3,2,2,3,1,3,2,1,1,1,1,1,1,1,2,1,1,3,4,38,Cádiz,española,2,cuidadora
1,1,1,1,6,6,6,2.66666666666667,3,2,1.14285714285714,1,5,1,6,6,2,6,6,6,6,6,6,1,3,5,1,1,5,2,2,3,3,3,4,2,2,1,1,1,1,1,1,1,1,1,2,40,Madrid,España,4,AgentedeTurismo
2,1,1,1,5,5,3.33333333333333,2.33333333333333,3.2,2,1.14285714285714,2,5,3,5,4,2,4,3,4,3,3,3,2,3,3,2,2,2,2,2,4,2,4,4,2,1,1,1,1,1,1,2,1,1,2,2,35,Barcelona,Española,4,
2,1,1,1,4,4,4.16666666666667,3.16666666666667,3.4,2.5,1.14285714285714,2,4,2,5,5,3,4,5,4,5,3,4,3,4,3,3,3,3,2,3,4,3,4,4,2,1,1,1,1,1,1,2,1,1,2,2,41,Barcelona,española,4,optometrista
1,1,1,1,5,5,4,4,3.5,3,1.16666666666667,2,5,2,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,,1,,1,1,1,1,2,1,1,4,2,38,LasPalmas,española,5,administracion
2,1,1,1,3,3,5,1.66666666666667,2,1,1.28571428571429,2,5,2,5,5,2,5,6,4,5,5,5,1,2,2,2,2,1,1,1,1,2,3,3,1,1,1,1,2,2,1,1,1,1,1,2,41,Ceuta,ESPAÑOLA,4,AUXILIARADMINISTRATIVO
1,1,1,1,6,1,2,2.6,2.4,1,1.28571428571429,4,2,3,3,4,5,2,2,2,2,2,2,3,3,2,2,3,,1,1,2,2,4,2,2,2,1,1,2,1,1,1,1,1,2,1,30,LasPalmas,española,2,mecánico
2,1,1,1,5,5,4.66666666666667,3.16666666666667,3.6,1,1.28571428571429,2,5,2,5,5,2,5,5,5,5,3,5,3,3,4,3,3,3,1,1,4,3,4,4,3,1,1,1,3,1,1,1,1,1,3,1,36,Porfavorseleccionaprovincia,Española,4,TecnicodeLaboratorio
2,1,1,1,5,5,4.66666666666667,3.16666666666667,3.6,1,1.28571428571429,2,5,2,5,5,2,5,5,5,5,3,5,3,3,4,3,3,3,1,1,4,3,4,4,3,1,1,1,3,1,1,1,1,1,3,1,36,Porfavorseleccionaprovincia,Española,4,TecnicodeLaboratorio
2,1,1,1,4,4,5,3.33333333333333,3.6,1,1.28571428571429,1,6,2,6,5,1,5,5,5,5,4,6,3,4,4,3,3,3,1,1,4,5,3,3,3,2,2,1,1,1,1,1,1,1,4,2,63,Valencia,española,1,cocinera
2,1,1,1,5,5,6,3,1.6,1.5,1.28571428571429,2,4,2,5,5,3,6,6,6,6,6,6,3,3,3,3,3,3,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,50,Cádiz,colombiana,1,encargada
2,1,1,1,6,4,4.33333333333333,2.16666666666667,2,2,1.28571428571429,2,4,1,5,6,3,3,3,5,5,5,5,2,3,2,1,2,3,2,2,3,1,3,2,1,1,1,1,1,1,1,3,1,1,2,4,41,Madrid,España,4,Comercial
1,1,1,1,6,6,4.83333333333333,3.16666666666667,2.8,2,1.28571428571429,1,4,1,6,6,3,5,5,4,5,5,5,3,3,4,3,3,3,2,2,3,1,5,3,2,1,1,1,2,1,1,2,2,2,3,2,50,Cádiz,español,1,vendedor
1,1,1,1,5,4,4,2.83333333333333,3.2,2,1.28571428571429,2,5,2,5,5,2,4,5,4,5,3,3,3,3,3,3,2,3,3,1,4,3,3,3,3,3,1,1,1,1,1,1,1,1,3,2,40,Pontevedra,española,3,Auxadministrativo
1,1,1,1,6,6,5,2.83333333333333,1.8,3,1.28571428571429,1,5,1,6,6,2,5,5,5,5,5,5,4,3,3,2,2,3,3,3,3,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,49,Cádiz,español,4,medico
2,1,1,1,5,6,4.66666666666667,4.33333333333333,4.2,3,1.28571428571429,1,5,2,6,5,2,5,5,4,5,4,5,3,4,5,4,5,5,1,5,5,4,4,5,3,1,1,1,3,1,1,1,1,1,3,1,34,Valencia,española,1,dependienta
1,1,1,1,5,6,4.66666666666667,3.16666666666667,1.8,1,1.42857142857143,2,4,2,5,5,3,4,4,5,5,5,5,2,5,5,2,2,3,1,1,2,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,51,Alava,Española,1,
2,1,1,1,5,4,3.16666666666667,1.8,3.4,1,1.42857142857143,3,3,3,4,4,4,4,3,3,3,3,3,1,,2,1,1,4,1,1,3,4,4,4,2,1,1,1,1,1,1,4,1,1,1,0,41,Murcia,Española,4,Administrador
1,1,1,1,5,4,4.33333333333333,2.33333333333333,2.6,1.5,1.42857142857143,2,5,3,5,4,2,4,4,5,5,4,4,3,2,3,2,2,2,1,2,3,3,3,2,2,2,1,1,2,2,1,1,1,1,2,1,36,Madrid,Española,3,Analistainformatico
1,1,1,1,5,3,3.16666666666667,2.5,2.2,2,1.42857142857143,1,4,3,6,4,3,3,4,3,3,3,3,2,3,3,3,2,2,2,2,2,1,3,3,2,1,1,1,2,2,1,2,1,1,2,1,46,Cádiz,ESPAÑOL,1,VENDEDOR
1,1,1,1,4,4,4,3.33333333333333,3.75,2,1.42857142857143,3,5,4,4,3,2,4,4,4,4,4,4,4,4,3,3,3,3,2,2,4,4,,4,3,1,1,1,2,2,1,2,1,1,3,3,58,Madrid,Española,3,empleadodebanca
1,1,1,1,5,4,3.83333333333333,1,1.6,3,1.42857142857143,3,4,4,4,3,3,4,4,4,3,4,4,1,1,1,1,1,1,3,3,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,26,León,Española,2,Informático
1,1,1,1,6,6,5.66666666666667,2.83333333333333,5,4,1.5,1,4,1,6,6,3,6,5,5,6,6,6,2,4,4,2,2,3,4,4,6,5,6,4,4,1,1,1,2,3,,1,3,1,6,2,51,Madrid,ESPAÑOLA,4,PSICOLOGO
1,1,1,1,3,3,4.83333333333333,1.83333333333333,3,1,1.71428571428571,2,2,2,5,5,5,5,5,5,4,5,5,2,2,2,2,2,1,1,1,4,1,5,4,1,1,2,2,2,1,2,2,2,5,2,0,41,Murcia,ESPAÑOLA,3,EMPLEADOBANCA
1,1,1,1,6,6,3,1.83333333333333,2.2,4,1.71428571428571,2,3,4,5,3,4,3,4,3,3,2,3,2,3,3,1,1,1,4,4,3,3,2,2,1,2,2,1,2,2,1,2,1,1,2,2,52,Valencia,española,1,apoyoadministrativo
1,1,1,1,4,5,3.33333333333333,3.66666666666667,3.6,1.5,2,4,3,4,3,3,4,4,3,2,3,4,4,3,3,5,4,4,3,1,2,4,4,4,3,3,2,2,3,2,2,1,2,2,1,4,1,24,León,ESPAÑOLA,4,FISIOTERAPEUTA
1,1,1,1,5,4,4.5,4.33333333333333,4.2,3,2.14285714285714,2,5,2,5,5,2,4,5,4,5,4,5,4,4,4,5,5,4,3,3,5,4,4,5,3,2,2,2,2,3,2,2,2,3,3,4,45,Alava,española,4,profesor
1,1,1,1,5,4,4.83333333333333,2.4,1.4,1,2.5,2,5,2,5,5,2,5,4,6,5,4,5,3,,1,2,5,1,1,1,1,1,2,2,1,6,,1,3,3,1,1,,4,1,4,59,Madrid,española,3,TecnicoBraille
1,1,1,1,5,5,3.66666666666667,3.83333333333333,2.4,3.5,2.85714285714286,4,3,3,3,4,4,4,4,3,4,3,4,5,4,3,4,3,4,3,4,3,2,3,1,3,2,1,4,3,5,1,4,2,1,2,2,47,Alava,Española,0,
1,1,1,1,4,3,4.16666666666667,1.33333333333333,1,1,3.57142857142857,2,4,3,5,4,3,5,5,5,1,5,4,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,1,4,5,2,5,5,5,1,2,29,Alicante,Española,4,AdministracióndeJustica
2,1,1,1,4,4,3,2.5,3.4,3.5,3.57142857142857,4,3,3,3,4,4,3,3,4,3,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,5,3,4,1,29,LasPalmas,ESPAÑOLA,4,GEOGRAFA
1,2,2,1,2,1,2.66666666666667,1,1,1,1,6,1,6,1,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,39,Málaga,Española,2,Pensionista
1,2,2,1,6,5,5.16666666666667,2.16666666666667,1,1,1,2,5,3,5,4,2,6,5,5,5,6,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,Madrid,Española,4,Operadorderedesytelefonía
2,2,2,1,5,5,4,4,1,1,1,2,6,2,5,5,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,35,Alicante,española,2,comercial
1,2,2,1,5,5,4.83333333333333,4.33333333333333,1.4,1,1,1,5,1,6,6,2,5,5,5,5,4,5,4,5,5,4,4,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,32,Asturias,española,4,musico
2,2,2,1,2,2,3,2.5,1.6,1,1,5,5,5,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,54,Madrid,ESPAÑOLA,2,CONSERJE
2,2,2,1,4,4,4.83333333333333,3,1.6,1,1,1,6,3,6,4,1,4,6,4,4,5,6,3,3,3,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,43,Madrid,Española,4,Ingeniera
2,2,2,1,6,5,5,3,1.6,1,1,1,5,2,6,5,2,5,5,5,5,5,5,,3,3,,,,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,53,Madrid,española,4,Funcionaria
1,2,2,1,3,3,4,3.33333333333333,1.6,1,1,2,5,3,5,4,2,4,4,4,4,4,4,4,4,4,2,2,4,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,40,Alicante,ESPAÑOLA,3,
2,2,2,1,5,5,6,3.33333333333333,1.6,1,1,2,6,4,5,3,1,6,6,6,6,6,6,6,6,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,66,Porfavorseleccionaprovincia,española,1,administrativa
1,2,2,1,4,4,4.16666666666667,2,1.8,1,1,1,5,2,6,5,2,5,4,5,5,3,3,2,2,2,2,2,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,37,Avila,España,4,Maestro
1,2,2,1,3,5,4,2.16666666666667,2,1,1,2,5,3,5,4,2,4,4,4,4,4,4,3,2,2,2,2,2,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,38,Baleares,ESPAÑOLA,2,ELECTRICISTA
1,2,2,1,5,4,4,2.5,2,1,1,3,4,2,4,5,3,4,3,4,5,3,5,2,3,3,2,2,3,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,59,Asturias,española,3,guardiacivil
2,2,2,1,5,5,3.33333333333333,3.66666666666667,2,1,1,2,5,3,5,4,2,3,4,3,4,3,3,4,4,4,3,4,3,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,28,Albacete,Espana,4,ServicioalCliente
2,2,2,1,1,2,2.16666666666667,1.66666666666667,2.2,1,1,4,4,5,3,2,3,2,2,2,2,2,3,1,4,2,1,1,1,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,4,35,Madrid,ESPAÑOLA,5,ABOGADO
2,2,2,1,4,5,3.66666666666667,2,2.2,1,1,3,6,2,4,5,1,3,4,4,4,4,3,2,2,2,2,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,42,Sevilla,española,3,higienistadental
2,2,2,1,6,4,4.5,2.66666666666667,2.2,1,1,1,4,2,6,5,3,5,4,5,5,4,4,3,3,3,2,2,3,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,3,2,35,Avila,española,4,profesorademusica
2,2,2,1,5,5,3.83333333333333,2,2.4,1,1,1,5,2,6,5,2,4,5,3,5,3,3,2,2,2,2,2,2,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,36,Avila,Española,4,maestra
1,2,2,1,5,5,4.16666666666667,2.83333333333333,2.4,1,1,2,5,2,5,5,2,5,5,3,5,3,4,3,3,3,2,3,3,1,1,3,2,3,2,2,1,1,1,1,1,1,1,1,1,3,4,50,Guadalajara,Española,5,Docente
1,2,2,1,5,4,5,3,2.4,1,1,1,5,2,6,5,2,5,5,5,5,5,5,3,3,3,3,3,3,1,1,4,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,46,Alicante,ESPAÑOLA,4,EMPRESARIO
1,2,2,1,4,4,4.66666666666667,1,2.6,1,1,3,4,4,4,3,3,4,4,5,5,5,5,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2,32,Málaga,española,3,
2,2,2,1,4,3,4.66666666666667,2,2.6,1,1,2,6,2,5,5,1,4,6,6,4,4,4,2,2,2,2,2,2,1,1,3,2,3,3,2,1,1,1,1,1,1,1,1,1,3,2,42,Sevilla,Española,3,Higienistadental.
1,2,2,1,5,4,4,2.66666666666667,2.6,1,1,2,4,3,5,4,3,4,4,3,5,3,5,3,2,3,2,3,3,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,3,4,50,Porfavorseleccionaprovincia,española,5,docente
1,2,2,1,5,5,4.83333333333333,2.83333333333333,2.6,1,1,4,5,1,3,6,2,4,5,5,5,5,5,2,3,4,2,2,4,1,1,2,3,4,3,1,1,1,1,1,1,1,1,1,1,1,0,43,Alicante,ESPAÑOLA,3,
1,2,2,1,6,6,4,3,2.6,1,1,1,6,1,6,6,1,4,4,4,4,4,4,3,3,3,3,3,3,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,3,2,45,Toledo,española,2,tecnico
1,2,2,1,4,6,4.5,3.16666666666667,2.6,1,1,2,4,4,5,3,3,4,3,5,5,5,5,3,3,4,3,3,3,1,1,2,4,4,2,1,1,1,1,1,1,1,1,1,1,4,2,55,LasPalmas,Española,2,pinche
1,2,2,1,6,5,3.33333333333333,3.33333333333333,2.6,1,1,3,3,2,4,5,4,3,4,3,3,4,3,4,3,3,4,3,3,1,1,2,2,3,3,3,1,1,1,1,1,1,1,1,1,2,1,36,Baleares,ESPAÑOLA,1,ESPRESARIO
2,2,2,1,6,5,4,4,2.6,1,1,3,5,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,3,1,1,1,1,1,1,1,1,,1,2,1,25,LasPalmas,Española,2,cuidadora
2,2,2,1,6,6,4.16666666666667,4,2.6,1,1,2,5,3,5,4,2,4,4,4,4,4,5,4,4,4,4,4,4,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,36,Barcelona,HOLANDESA,4,TECNICO
1,2,2,1,5,5,5,4,2.6,1,1,2,5,2,5,5,2,5,5,5,5,5,5,3,5,5,3,3,5,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,30,Navarra,Espana,4,ServicioalCliente
1,2,2,1,6,5,4,3.33333333333333,2.75,1,1,2,4,2,5,5,3,4,4,4,4,4,4,3,4,4,3,3,3,1,1,3,4,,3,1,1,1,1,1,1,1,1,1,1,3,2,47,Madrid,ESPAÑOLA,4,FUNCIONARIO
2,2,2,1,3,3,4.66666666666667,2.5,2.8,1,1,4,5,3,3,4,2,5,5,5,5,4,4,3,3,3,2,2,2,1,1,3,3,3,3,2,,1,1,1,1,1,1,1,,2,1,27,Toledo,ESPAÑOLA,2,ADMINISTRACION
1,2,2,1,4,5,3.66666666666667,3,2.8,1,1,3,4,2,4,5,3,3,4,4,4,3,4,2,5,3,2,2,4,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,2,1,27,Alicante,Española,4,Profesorconservatorio
1,2,2,1,6,6,5.16666666666667,2.83333333333333,3,1,1,2,5,1,5,6,2,6,5,4,6,5,5,3,4,2,3,3,2,1,1,4,1,6,3,1,1,1,1,1,1,1,1,1,1,3,1,23,Murcia,Española,4,Profesordecomposición
1,2,2,1,5,3,3,3,3,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,36,Baleares,ESPSÑOLA,1,ALBAÑIL
2,2,2,1,4,4,4.33333333333333,3,3.4,1,1,2,5,3,5,4,2,4,5,5,4,4,4,3,3,3,3,3,3,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,32,Toledo,ESPAÑOLA,4,ADMINISTRACION
2,2,2,1,6,5,4.33333333333333,3,3.4,1,1,2,5,2,5,5,2,4,5,4,5,4,4,3,3,3,3,3,,1,1,4,3,4,4,2,1,1,1,1,1,1,1,1,1,4,1,39,Segovia,española,4,maestro
2,2,2,1,5,5,4,3.66666666666667,3.4,1,1,2,4,1,5,6,3,4,4,4,4,4,4,3,3,4,4,4,4,1,1,4,3,4,3,3,1,1,1,1,1,1,1,1,1,4,2,62,Asturias,española,4,administrativa
1,2,2,1,5,5,5.16666666666667,4,3.4,1,1,1,5,1,6,6,2,5,5,5,5,5,6,4,4,4,4,4,4,1,1,4,2,5,5,1,1,1,1,1,1,1,1,1,1,2,2,35,Toledo,ESPAÑOL,2,OFICIALDE1ª
2,2,2,1,4,6,3.83333333333333,3,3.6,1,1,1,5,2,6,5,2,3,4,3,5,4,4,3,3,4,3,3,2,1,1,4,4,5,2,3,1,1,1,1,1,1,1,1,1,3,1,39,Porfavorseleccionaprovincia,ESPAÑOLA,2,ADMINISTRATIVA
1,2,2,1,6,4,4.33333333333333,3,3.6,1,1,1,5,1,6,6,2,5,2,5,6,4,4,2,6,4,2,2,2,1,1,5,1,5,6,1,1,1,1,1,1,1,1,1,1,5,1,30,Madrid,ESPAÑOLA,3,INFORMATICO
2,2,2,1,5,5,5,3.66666666666667,3.6,1,1,1,4,2,6,5,3,5,6,3,6,5,5,6,3,3,5,3,2,1,1,5,2,5,5,1,1,1,1,1,1,1,1,1,1,5,1,25,Cuenca,ESPAÑOLA,4,Peón.camarera.ayudantededireccióndee
2,2,2,1,6,6,4.83333333333333,3.83333333333333,3.6,1,1,1,6,1,6,6,1,6,5,4,5,4,5,4,5,4,4,3,3,1,1,4,4,4,5,1,1,1,1,1,1,1,1,1,1,2,1,25,LasPalmas,Española,2,dependienta
2,2,2,1,5,5,5.33333333333333,4.5,3.6,1,1,3,5,2,4,5,2,5,6,5,5,5,6,4,5,4,4,5,5,1,1,4,3,4,4,3,1,1,1,1,1,1,1,1,1,4,1,30,Alicante,ESPAÑOLA,3,FARMACEUTICA
2,2,2,1,5,6,5.5,3.5,3.8,1,1,1,5,1,6,6,2,5,6,5,5,6,6,3,5,6,2,2,3,1,1,3,4,5,5,2,1,1,1,1,1,1,1,1,1,3,1,32,Baleares,ESPAÑOLA,4,PROFESORA
1,2,2,1,6,6,5,5,4,1,1,1,5,2,6,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,4,4,3,1,1,1,1,1,1,1,1,1,4,2,46,LasPalmas,Española,3,comercial
1,2,2,1,5,5,5,3,4.2,1,1,2,4,2,5,5,3,5,5,5,5,5,5,3,3,3,3,3,3,1,1,5,3,5,5,3,1,1,1,1,1,1,1,1,1,3,1,43,LasPalmas,Española,4,psicopedadogo
1,2,2,1,5,6,4.66666666666667,3.66666666666667,4.2,1,1,2,5,2,5,5,2,4,5,4,5,5,5,3,4,5,2,4,4,1,1,5,5,5,4,2,1,1,1,1,1,1,1,1,1,4,1,31,Segovia,Española,3,DiseñadorGráfico
1,2,2,1,6,4,4.83333333333333,4.33333333333333,4.2,1,1,1,4,2,6,5,3,5,5,5,4,5,5,5,4,4,5,5,3,1,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,1,35,Madrid,española,4,administrativo
2,2,2,1,5,5,5,5,4.2,1,1,2,5,4,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,29,LasPalmas,Española,4,trabajadorasocial
2,2,2,1,5,4,3.5,2.33333333333333,4.4,1,1,2,6,2,5,5,1,4,3,3,4,3,4,2,3,3,2,2,2,1,1,5,5,5,5,2,1,1,1,1,1,1,1,1,1,3,1,38,Madrid,Española,4,revisondehipotecas.banco
2,2,2,1,4,4,4.5,4.33333333333333,4.4,1,1,2,4,3,5,4,3,4,4,4,5,5,5,3,6,6,3,3,5,1,1,6,4,6,3,3,1,1,1,1,1,1,1,1,1,3,1,30,CiudadReal,española,4,MAESTRA
2,2,2,1,4,4,5.33333333333333,3.83333333333333,4.6,1,1,1,4,1,6,6,3,4,5,5,6,6,6,3,4,6,3,2,5,1,1,6,6,6,4,1,1,1,1,1,1,1,1,1,1,5,4,41,Alicante,ESPAÑOLA,3,VARIAS
2,2,2,1,5,5,5,5.16666666666667,4.6,1,1,1,4,3,6,4,3,5,5,5,5,4,6,5,6,6,4,4,6,1,,5,5,5,5,3,1,1,1,1,1,1,1,1,1,4,2,43,LasPalmas,Española,2,dietista
2,2,2,1,6,6,4.66666666666667,4.5,4.8,1,1,3,3,1,4,6,4,5,4,5,5,5,4,4,5,5,4,4,5,1,1,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,39,LasPalmas,Española,2,técnicoenrayosdiágnostico
2,2,2,1,5,5,5,4.33333333333333,5.2,1,1,1,6,2,6,5,1,5,5,5,5,5,5,5,5,5,4,4,3,1,1,4,5,6,6,5,1,1,1,1,1,1,1,1,1,4,2,57,Madrid,ESPAÑOLA,3,ADMINISTRATIVO
2,2,2,1,3,3,3.16666666666667,2,1.4,1.5,1,3,5,5,4,2,2,4,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,48,Madrid,ESPAÑOLA,3,educadora
1,2,2,1,5,5,3.83333333333333,3,1.8,1.5,1,2,4,3,5,4,3,4,4,4,4,3,4,3,3,3,3,3,3,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,49,Madrid,Española,5,Psicologo
2,2,2,1,6,4,5.16666666666667,3,2,1.5,1,1,6,2,6,5,1,5,5,4,6,5,6,3,3,3,3,3,3,1,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,43,Madrid,Española,4,Ingeniera
2,2,2,1,4,5,4.33333333333333,1.66666666666667,2.4,1.5,1,1,5,3,6,4,2,4,6,3,5,4,4,1,1,3,2,2,1,1,2,3,1,3,4,1,1,1,1,1,1,1,1,1,1,2,4,28,Madrid,ESPAÑOLA-,4,DELINEANTE
1,2,2,1,4,5,3.66666666666667,2.83333333333333,2.6,1.5,1,4,4,2,3,5,3,3,4,4,4,3,4,2,3,4,2,2,4,2,1,3,3,2,4,1,1,1,1,1,1,1,1,1,1,2,2,37,Madrid,ESPAÑOLA,2,
2,2,2,1,5,5,4.83333333333333,2.16666666666667,2.8,1.5,1,2,6,2,5,5,1,5,5,4,5,5,5,2,2,3,2,2,2,1,2,4,2,4,3,1,1,1,1,1,1,1,1,1,1,2,2,57,Madrid,española,4,funcionaria
2,2,2,1,6,6,5,5,2.8,1.5,1,2,5,1,5,6,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2,4,2,3,3,2,1,1,1,1,1,1,1,1,1,5,2,35,Asturias,española,4,empresaria
1,2,2,1,5,4,3,2.33333333333333,3,1.5,1,3,4,3,4,4,3,3,3,2,4,3,3,3,2,2,3,2,2,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,33,Baleares,espanyola,3,celador
2,2,2,1,5,5,5,2.83333333333333,3,1.5,1,3,4,2,4,5,3,5,5,5,5,5,5,3,4,4,2,2,2,1,2,5,1,4,3,2,1,1,1,1,1,1,1,1,1,3,2,53,Madrid,española,4,aux.enfermeria
1,2,2,1,6,5,4.83333333333333,3.83333333333333,3,1.5,1,1,5,1,6,6,2,4,4,5,5,6,5,4,4,4,4,4,3,1,2,3,3,4,3,2,1,1,1,1,1,1,1,1,1,3,1,38,Baleares,española,2,tecnicoderayosx
2,2,2,1,4,5,4.66666666666667,4.16666666666667,3.2,1.5,1,3,4,2,4,5,3,4,4,5,5,5,5,4,4,5,4,4,4,1,2,4,3,4,4,1,1,1,1,1,1,1,1,1,1,3,2,35,Murcia,ESPAÑOLA,5,RRHH
1,2,2,1,5,6,4.5,4.5,3.4,1.5,1,2,5,2,5,5,2,5,5,4,3,5,5,4,4,4,5,5,5,2,1,4,4,5,1,3,1,1,1,1,1,1,1,1,1,3,2,45,Málaga,ESPAÑOLA,1,HOSTELERO
2,2,2,1,6,6,4.33333333333333,2.66666666666667,3.6,1.5,1,1,4,3,6,4,3,4,5,4,5,3,5,3,4,4,2,2,1,2,1,4,4,5,3,2,1,1,1,1,1,1,1,1,1,3,2,38,Málaga,ESPAÑOLA,3,DESEMPLEADA
1,2,2,1,6,6,4,4,3.6,1.5,1,2,6,1,5,6,1,3,3,2,5,5,6,5,4,3,5,5,2,2,1,4,4,4,5,1,1,1,1,1,1,1,1,1,1,3,1,42,Madrid,Española,5,médico
